Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,sex,measure
1020,-0.5684,15.446,0.08475,11.224,12.181,13.138,14.219,15.446,16.848,18.46,20.327,22.195,F,bmi
1021,-0.5684,15.4453,0.08476,11.223,12.18,13.137,14.218,15.445,16.847,18.459,20.327,22.195,F,bmi
1022,-0.5684,15.4446,0.08476,11.222,12.18,13.137,14.218,15.445,16.846,18.458,20.326,22.194,F,bmi
1023,-0.5684,15.4439,0.08477,11.221,12.179,13.136,14.217,15.444,16.846,18.458,20.326,22.194,F,bmi
1024,-0.5684,15.4432,0.08477,11.221,12.178,13.135,14.216,15.443,16.845,18.457,20.325,22.193,F,bmi
1025,-0.5684,15.4425,0.08478,11.22,12.177,13.135,14.215,15.442,16.844,18.457,20.325,22.193,F,bmi
1026,-0.5684,15.4418,0.08478,11.219,12.177,13.134,14.215,15.442,16.844,18.456,20.324,22.192,F,bmi
1027,-0.5684,15.4411,0.08479,11.219,12.176,13.133,14.214,15.441,16.843,18.455,20.324,22.192,F,bmi
1028,-0.5684,15.4404,0.0848,11.218,12.175,13.132,14.213,15.44,16.842,18.455,20.323,22.192,F,bmi
1029,-0.5684,15.4397,0.0848,11.217,12.174,13.132,14.213,15.44,16.842,18.454,20.322,22.191,F,bmi
1030,-0.5684,15.439,0.08481,11.216,12.174,13.131,14.212,15.439,16.841,18.454,20.322,22.191,F,bmi
1031,-0.5684,15.4383,0.08482,11.215,12.173,13.13,14.211,15.438,16.84,18.453,20.322,22.191,F,bmi
1032,-0.5684,15.4376,0.08482,11.215,12.172,13.129,14.21,15.438,16.84,18.452,20.321,22.19,F,bmi
1033,-0.5684,15.4369,0.08483,11.214,12.171,13.129,14.21,15.437,16.839,18.452,20.321,22.19,F,bmi
1034,-0.5684,15.4362,0.08483,11.213,12.171,13.128,14.209,15.436,16.838,18.451,20.32,22.189,F,bmi
1035,-0.5684,15.4355,0.08484,11.212,12.17,13.127,14.208,15.436,16.838,18.451,20.32,22.189,F,bmi
1036,-0.5684,15.4349,0.08485,11.212,12.169,13.126,14.207,15.435,16.837,18.45,20.32,22.189,F,bmi
1037,-0.5684,15.4342,0.08485,11.211,12.168,13.126,14.207,15.434,16.837,18.45,20.319,22.188,F,bmi
1038,-0.5684,15.4335,0.08486,11.21,12.168,13.125,14.206,15.434,16.836,18.449,20.319,22.188,F,bmi
1039,-0.5684,15.4328,0.08487,11.209,12.167,13.124,14.205,15.433,16.835,18.449,20.318,22.188,F,bmi
1040,-0.5684,15.4321,0.08487,11.209,12.166,13.124,14.205,15.432,16.835,18.448,20.317,22.187,F,bmi
1041,-0.5684,15.4315,0.08488,11.208,12.165,13.123,14.204,15.432,16.834,18.448,20.317,22.187,F,bmi
1042,-0.5684,15.4308,0.08489,11.207,12.165,13.122,14.203,15.431,16.834,18.447,20.317,22.187,F,bmi
1043,-0.5684,15.4301,0.08489,11.207,12.164,13.121,14.202,15.43,16.833,18.446,20.316,22.186,F,bmi
1044,-0.5684,15.4294,0.0849,11.206,12.163,13.121,14.202,15.429,16.832,18.446,20.316,22.186,F,bmi
1045,-0.5684,15.4288,0.08491,11.205,12.162,13.12,14.201,15.429,16.832,18.446,20.316,22.186,F,bmi
1046,-0.5684,15.4281,0.08492,11.204,12.161,13.119,14.2,15.428,16.831,18.445,20.316,22.186,F,bmi
1047,-0.5684,15.4274,0.08492,11.203,12.161,13.118,14.2,15.427,16.83,18.444,20.315,22.185,F,bmi
1048,-0.5684,15.4268,0.08493,11.203,12.16,13.118,14.199,15.427,16.83,18.444,20.315,22.186,F,bmi
1049,-0.5684,15.4261,0.08494,11.202,12.159,13.117,14.198,15.426,16.829,18.444,20.315,22.186,F,bmi
1050,-0.5684,15.4254,0.08494,11.201,12.159,13.116,14.197,15.425,16.829,18.443,20.314,22.185,F,bmi
1051,-0.5684,15.4248,0.08495,11.2,12.158,13.115,14.197,15.425,16.828,18.442,20.314,22.185,F,bmi
1052,-0.5684,15.4241,0.08496,11.199,12.157,13.115,14.196,15.424,16.827,18.442,20.313,22.185,F,bmi
1053,-0.5684,15.4234,0.08497,11.199,12.156,13.114,14.195,15.423,16.827,18.441,20.313,22.185,F,bmi
1054,-0.5684,15.4228,0.08497,11.198,12.156,13.113,14.195,15.423,16.826,18.441,20.312,22.184,F,bmi
1055,-0.5684,15.4221,0.08498,11.197,12.155,13.112,14.194,15.422,16.826,18.44,20.312,22.184,F,bmi
1056,-0.5684,15.4215,0.08499,11.196,12.154,13.112,14.193,15.422,16.825,18.44,20.312,22.184,F,bmi
1057,-0.5684,15.4208,0.085,11.195,12.153,13.111,14.192,15.421,16.825,18.44,20.312,22.184,F,bmi
1058,-0.5684,15.4202,0.08501,11.195,12.152,13.11,14.192,15.42,16.824,18.439,20.312,22.184,F,bmi
1059,-0.5684,15.4195,0.08501,11.194,12.152,13.109,14.191,15.42,16.823,18.438,20.311,22.183,F,bmi
1060,-0.5684,15.4189,0.08502,11.193,12.151,13.109,14.19,15.419,16.823,18.438,20.311,22.183,F,bmi
1061,-0.5684,15.4182,0.08503,11.192,12.15,13.108,14.19,15.418,16.822,18.438,20.311,22.183,F,bmi
1062,-0.5684,15.4176,0.08504,11.192,12.149,13.107,14.189,15.418,16.822,18.437,20.31,22.183,F,bmi
1063,-0.5684,15.4169,0.08505,11.191,12.148,13.106,14.188,15.417,16.821,18.437,20.31,22.183,F,bmi
1064,-0.5684,15.4163,0.08505,11.19,12.148,13.106,14.188,15.416,16.821,18.436,20.309,22.183,F,bmi
1065,-0.5684,15.4157,0.08506,11.189,12.147,13.105,14.187,15.416,16.82,18.436,20.309,22.183,F,bmi
1066,-0.5684,15.415,0.08507,11.188,12.146,13.104,14.186,15.415,16.819,18.436,20.309,22.183,F,bmi
1067,-0.5684,15.4144,0.08508,11.188,12.146,13.103,14.185,15.414,16.819,18.435,20.309,22.183,F,bmi
1068,-0.5684,15.4137,0.08509,11.187,12.145,13.103,14.185,15.414,16.818,18.435,20.309,22.183,F,bmi
1069,-0.5684,15.4131,0.0851,11.186,12.144,13.102,14.184,15.413,16.818,18.434,20.309,22.183,F,bmi
1070,-0.5684,15.4125,0.0851,11.185,12.143,13.101,14.183,15.412,16.817,18.434,20.308,22.182,F,bmi
1071,-0.5684,15.4119,0.08511,11.185,12.143,13.101,14.183,15.412,16.817,18.433,20.308,22.182,F,bmi
1072,-0.5684,15.4112,0.08512,11.184,12.142,13.1,14.182,15.411,16.816,18.433,20.308,22.182,F,bmi
1073,-0.5684,15.4106,0.08513,11.183,12.141,13.099,14.181,15.411,16.816,18.433,20.308,22.183,F,bmi
1074,-0.5684,15.41,0.08514,11.182,12.14,13.098,14.181,15.41,16.815,18.432,20.308,22.183,F,bmi
1075,-0.5684,15.4093,0.08515,11.181,12.139,13.097,14.18,15.409,16.815,18.432,20.307,22.183,F,bmi
1076,-0.5684,15.4087,0.08516,11.18,12.138,13.097,14.179,15.409,16.814,18.432,20.307,22.183,F,bmi
1077,-0.5684,15.4081,0.08517,11.179,12.138,13.096,14.178,15.408,16.814,18.431,20.307,22.183,F,bmi
1078,-0.5684,15.4075,0.08517,11.179,12.137,13.095,14.178,15.408,16.813,18.431,20.306,22.182,F,bmi
1079,-0.5684,15.4069,0.08518,11.178,12.136,13.095,14.177,15.407,16.813,18.43,20.306,22.182,F,bmi
1080,-0.5684,15.4063,0.08519,11.177,12.136,13.094,14.176,15.406,16.812,18.43,20.306,22.182,F,bmi
1081,-0.5684,15.4056,0.0852,11.176,12.135,13.093,14.176,15.406,16.812,18.43,20.306,22.182,F,bmi
1082,-0.5684,15.405,0.08521,11.176,12.134,13.092,14.175,15.405,16.811,18.429,20.306,22.183,F,bmi
1083,-0.5684,15.4044,0.08522,11.175,12.133,13.092,14.174,15.404,16.811,18.429,20.306,22.183,F,bmi
1084,-0.5684,15.4038,0.08523,11.174,12.132,13.091,14.174,15.404,16.81,18.429,20.306,22.183,F,bmi
1085,-0.5684,15.4032,0.08524,11.173,12.132,13.09,14.173,15.403,16.81,18.428,20.306,22.183,F,bmi
1086,-0.5684,15.4026,0.08525,11.172,12.131,13.089,14.172,15.403,16.809,18.428,20.306,22.183,F,bmi
1087,-0.5684,15.402,0.08526,11.171,12.13,13.089,14.172,15.402,16.809,18.428,20.306,22.183,F,bmi
1088,-0.5684,15.4014,0.08527,11.171,12.129,13.088,14.171,15.401,16.808,18.427,20.305,22.184,F,bmi
1089,-0.5684,15.4008,0.08528,11.17,12.128,13.087,14.17,15.401,16.808,18.427,20.305,22.184,F,bmi
1090,-0.5684,15.4002,0.08529,11.169,12.128,13.086,14.17,15.4,16.807,18.427,20.305,22.184,F,bmi
1091,-0.5684,15.3996,0.0853,11.168,12.127,13.086,14.169,15.4,16.807,18.427,20.305,22.184,F,bmi
1092,-0.5684,15.399,0.08531,11.167,12.126,13.085,14.168,15.399,16.806,18.426,20.305,22.184,F,bmi
1093,-0.5684,15.3984,0.08532,11.166,12.125,13.084,14.167,15.398,16.806,18.426,20.305,22.184,F,bmi
1094,-0.5684,15.3978,0.08533,11.166,12.125,13.083,14.167,15.398,16.805,18.426,20.305,22.184,F,bmi
1095,-0.5684,15.3972,0.08534,11.165,12.124,13.083,14.166,15.397,16.805,18.425,20.305,22.185,F,bmi
1096,-0.5684,15.3966,0.08535,11.164,12.123,13.082,14.165,15.397,16.804,18.425,20.305,22.185,F,bmi
1097,-0.5684,15.396,0.08536,11.163,12.122,13.081,14.165,15.396,16.804,18.425,20.305,22.185,F,bmi
1098,-0.5684,15.3954,0.08537,11.162,12.121,13.08,14.164,15.395,16.803,18.424,20.305,22.185,F,bmi
1099,-0.5684,15.3949,0.08538,11.162,12.121,13.08,14.163,15.395,16.803,18.424,20.305,22.185,F,bmi
1100,-0.5684,15.3943,0.08539,11.161,12.12,13.079,14.163,15.394,16.803,18.424,20.305,22.186,F,bmi
1101,-0.5684,15.3937,0.0854,11.16,12.119,13.078,14.162,15.394,16.802,18.424,20.305,22.186,F,bmi
1102,-0.5684,15.3931,0.08541,11.159,12.118,13.077,14.161,15.393,16.802,18.423,20.305,22.186,F,bmi
1103,-0.5684,15.3925,0.08542,11.158,12.117,13.077,14.161,15.392,16.801,18.423,20.304,22.186,F,bmi
1104,-0.5684,15.392,0.08543,11.157,12.117,13.076,14.16,15.392,16.801,18.423,20.305,22.186,F,bmi
1105,-0.5684,15.3914,0.08544,11.157,12.116,13.075,14.159,15.391,16.8,18.422,20.304,22.186,F,bmi
1106,-0.5684,15.3908,0.08545,11.156,12.115,13.075,14.159,15.391,16.8,18.422,20.304,22.187,F,bmi
1107,-0.5684,15.3902,0.08547,11.155,12.114,13.074,14.158,15.39,16.799,18.422,20.305,22.188,F,bmi
1108,-0.5684,15.3897,0.08548,11.154,12.113,13.073,14.157,15.39,16.799,18.422,20.305,22.188,F,bmi
1109,-0.5684,15.3891,0.08549,11.153,12.113,13.072,14.157,15.389,16.799,18.422,20.305,22.188,F,bmi
1110,-0.5684,15.3885,0.0855,11.152,12.112,13.071,14.156,15.388,16.798,18.421,20.305,22.188,F,bmi
1111,-0.5684,15.388,0.08551,11.151,12.111,13.071,14.155,15.388,16.798,18.421,20.305,22.189,F,bmi
1112,-0.5684,15.3874,0.08552,11.151,12.11,13.07,14.155,15.387,16.797,18.421,20.305,22.189,F,bmi
1113,-0.5684,15.3868,0.08553,11.15,12.109,13.069,14.154,15.387,16.797,18.421,20.305,22.189,F,bmi
1114,-0.5684,15.3863,0.08554,11.149,12.109,13.069,14.153,15.386,16.796,18.42,20.305,22.189,F,bmi
1115,-0.5684,15.3857,0.08556,11.148,12.108,13.068,14.153,15.386,16.796,18.42,20.305,22.19,F,bmi
1116,-0.5684,15.3852,0.08557,11.147,12.107,13.067,14.152,15.385,16.796,18.42,20.306,22.191,F,bmi
1117,-0.5684,15.3846,0.08558,11.146,12.106,13.066,14.151,15.385,16.795,18.42,20.305,22.191,F,bmi
1118,-0.5684,15.384,0.08559,11.145,12.105,13.065,14.151,15.384,16.795,18.42,20.305,22.191,F,bmi
1119,-0.5684,15.3835,0.0856,11.145,12.105,13.065,14.15,15.384,16.794,18.419,20.305,22.191,F,bmi
1120,-0.5684,15.3829,0.08561,11.144,12.104,13.064,14.149,15.383,16.794,18.419,20.305,22.192,F,bmi
1121,-0.5684,15.3824,0.08563,11.143,12.103,13.063,14.149,15.382,16.794,18.419,20.306,22.193,F,bmi
1122,-0.5684,15.3818,0.08564,11.142,12.102,13.062,14.148,15.382,16.793,18.419,20.306,22.193,F,bmi
1123,-0.5684,15.3813,0.08565,11.141,12.101,13.062,14.147,15.381,16.793,18.419,20.306,22.193,F,bmi
1124,-0.5684,15.3808,0.08566,11.14,12.101,13.061,14.147,15.381,16.793,18.419,20.306,22.194,F,bmi
1125,-0.5684,15.3802,0.08567,11.139,12.1,13.06,14.146,15.38,16.792,18.418,20.306,22.194,F,bmi
1126,-0.5684,15.3797,0.08569,11.138,12.099,13.059,14.145,15.38,16.792,18.419,20.307,22.195,F,bmi
1127,-0.5684,15.3791,0.0857,11.137,12.098,13.059,14.145,15.379,16.791,18.418,20.307,22.195,F,bmi
1128,-0.5684,15.3786,0.08571,11.137,12.097,13.058,14.144,15.379,16.791,18.418,20.307,22.195,F,bmi
1129,-0.5684,15.378,0.08572,11.136,12.097,13.057,14.143,15.378,16.791,18.418,20.307,22.196,F,bmi
1130,-0.5684,15.3775,0.08574,11.135,12.096,13.056,14.143,15.378,16.79,18.418,20.307,22.197,F,bmi
1131,-0.5684,15.377,0.08575,11.134,12.095,13.056,14.142,15.377,16.79,18.418,20.308,22.197,F,bmi
1132,-0.5684,15.3764,0.08576,11.133,12.094,13.055,14.141,15.376,16.79,18.418,20.307,22.197,F,bmi
1133,-0.5684,15.3759,0.08577,11.132,12.093,13.054,14.141,15.376,16.789,18.417,20.308,22.198,F,bmi
1134,-0.5684,15.3754,0.08579,11.131,12.092,13.053,14.14,15.375,16.789,18.418,20.308,22.199,F,bmi
1135,-0.5684,15.3748,0.0858,11.13,12.092,13.053,14.139,15.375,16.788,18.417,20.308,22.199,F,bmi
1136,-0.5684,15.3743,0.08581,11.13,12.091,13.052,14.139,15.374,16.788,18.417,20.308,22.199,F,bmi
1137,-0.5684,15.3738,0.08582,11.129,12.09,13.051,14.138,15.374,16.788,18.417,20.308,22.2,F,bmi
1138,-0.5684,15.3733,0.08584,11.128,12.089,13.05,14.137,15.373,16.788,18.417,20.309,22.201,F,bmi
1139,-0.5684,15.3727,0.08585,11.127,12.088,13.05,14.137,15.373,16.787,18.417,20.309,22.201,F,bmi
1140,-0.5684,15.3722,0.08586,11.126,12.088,13.049,14.136,15.372,16.787,18.417,20.309,22.202,F,bmi
1141,-0.5684,15.3717,0.08588,11.125,12.087,13.048,14.135,15.372,16.787,18.417,20.31,22.203,F,bmi
1142,-0.5684,15.3712,0.08589,11.124,12.086,13.047,14.135,15.371,16.786,18.417,20.31,22.203,F,bmi
1143,-0.5684,15.3707,0.0859,11.123,12.085,13.047,14.134,15.371,16.786,18.416,20.31,22.203,F,bmi
1144,-0.5684,15.3702,0.08592,11.122,12.084,13.046,14.133,15.37,16.786,18.417,20.311,22.205,F,bmi
1145,-0.5684,15.3696,0.08593,11.121,12.083,13.045,14.133,15.37,16.785,18.416,20.311,22.205,F,bmi
1146,-0.5684,15.3691,0.08594,11.121,12.083,13.044,14.132,15.369,16.785,18.416,20.311,22.205,F,bmi
1147,-0.5684,15.3686,0.08596,11.12,12.082,13.044,14.131,15.369,16.785,18.416,20.311,22.207,F,bmi
1148,-0.5684,15.3681,0.08597,11.119,12.081,13.043,14.131,15.368,16.784,18.416,20.311,22.207,F,bmi
1149,-0.5684,15.3676,0.08598,11.118,12.08,13.042,14.13,15.368,16.784,18.416,20.312,22.207,F,bmi
1150,-0.5684,15.3671,0.086,11.117,12.079,13.041,14.129,15.367,16.784,18.416,20.312,22.208,F,bmi
1151,-0.5684,15.3666,0.08601,11.116,12.078,13.041,14.129,15.367,16.783,18.416,20.312,22.209,F,bmi
1152,-0.5684,15.3661,0.08602,11.115,12.078,13.04,14.128,15.366,16.783,18.416,20.312,22.209,F,bmi
1153,-0.5684,15.3656,0.08604,11.114,12.077,13.039,14.128,15.366,16.783,18.416,20.313,22.21,F,bmi
1154,-0.5684,15.3651,0.08605,11.113,12.076,13.038,14.127,15.365,16.782,18.416,20.313,22.211,F,bmi
1155,-0.5684,15.3646,0.08606,11.113,12.075,13.038,14.126,15.365,16.782,18.416,20.313,22.211,F,bmi
1156,-0.5684,15.3641,0.08608,11.112,12.074,13.037,14.126,15.364,16.782,18.416,20.314,22.212,F,bmi
1157,-0.5684,15.3636,0.08609,11.111,12.074,13.036,14.125,15.364,16.781,18.416,20.314,22.213,F,bmi
1158,-0.5684,15.3631,0.08611,11.11,12.073,13.035,14.124,15.363,16.781,18.416,20.315,22.214,F,bmi
1159,-0.5684,15.3626,0.08612,11.109,12.072,13.035,14.124,15.363,16.781,18.416,20.315,22.214,F,bmi
1160,-0.5684,15.3621,0.08614,11.108,12.071,13.034,14.123,15.362,16.781,18.416,20.316,22.215,F,bmi
1161,-0.5684,15.3616,0.08615,11.107,12.07,13.033,14.122,15.362,16.78,18.416,20.316,22.216,F,bmi
1162,-0.5684,15.3611,0.08616,11.106,12.069,13.032,14.122,15.361,16.78,18.415,20.316,22.216,F,bmi
1163,-0.5684,15.3606,0.08618,11.105,12.068,13.032,14.121,15.361,16.78,18.416,20.317,22.217,F,bmi
1164,-0.5684,15.3601,0.08619,11.104,12.068,13.031,14.121,15.36,16.779,18.416,20.317,22.218,F,bmi
1165,-0.5684,15.3597,0.08621,11.103,12.067,13.03,14.12,15.36,16.779,18.416,20.318,22.219,F,bmi
1166,-0.5684,15.3592,0.08622,11.103,12.066,13.029,14.119,15.359,16.779,18.416,20.318,22.219,F,bmi
1167,-0.5684,15.3587,0.08624,11.101,12.065,13.029,14.119,15.359,16.779,18.416,20.318,22.221,F,bmi
1168,-0.5684,15.3582,0.08625,11.101,12.064,13.028,14.118,15.358,16.778,18.416,20.318,22.221,F,bmi
1169,-0.5684,15.3577,0.08627,11.099,12.063,13.027,14.117,15.358,16.778,18.416,20.319,22.222,F,bmi
1170,-0.5684,15.3572,0.08628,11.099,12.063,13.026,14.117,15.357,16.778,18.416,20.319,22.223,F,bmi
1171,-0.5684,15.3568,0.08629,11.098,12.062,13.026,14.116,15.357,16.777,18.416,20.319,22.223,F,bmi
1172,-0.5684,15.3563,0.08631,11.097,12.061,13.025,14.115,15.356,16.777,18.416,20.32,22.224,F,bmi
1173,-0.5684,15.3558,0.08632,11.096,12.06,13.024,14.115,15.356,16.777,18.416,20.32,22.225,F,bmi
1174,-0.5684,15.3553,0.08634,11.095,12.059,13.023,14.114,15.355,16.777,18.416,20.321,22.226,F,bmi
1175,-0.5684,15.3549,0.08635,11.094,12.058,13.023,14.114,15.355,16.776,18.416,20.321,22.227,F,bmi
1176,-0.5684,15.3544,0.08637,11.093,12.057,13.022,14.113,15.354,16.776,18.416,20.322,22.228,F,bmi
1177,-0.5684,15.3539,0.08638,11.092,12.057,13.021,14.112,15.354,16.776,18.416,20.322,22.228,F,bmi
1178,-0.5684,15.3535,0.0864,11.091,12.056,13.02,14.112,15.354,16.776,18.416,20.323,22.23,F,bmi
1179,-0.5684,15.353,0.08641,11.091,12.055,13.02,14.111,15.353,16.775,18.416,20.323,22.23,F,bmi
1180,-0.5684,15.3525,0.08643,11.089,12.054,13.019,14.11,15.352,16.775,18.416,20.324,22.231,F,bmi
1181,-0.5684,15.3521,0.08645,11.088,12.053,13.018,14.11,15.352,16.775,18.417,20.325,22.233,F,bmi
1182,-0.5684,15.3516,0.08646,11.088,12.052,13.017,14.109,15.352,16.775,18.416,20.325,22.233,F,bmi
1183,-0.5684,15.3511,0.08648,11.086,12.051,13.016,14.108,15.351,16.775,18.417,20.325,22.234,F,bmi
1184,-0.5684,15.3507,0.08649,11.086,12.051,13.016,14.108,15.351,16.774,18.416,20.326,22.235,F,bmi
1185,-0.5684,15.3502,0.08651,11.085,12.05,13.015,14.107,15.35,16.774,18.417,20.326,22.236,F,bmi
1186,-0.5684,15.3497,0.08652,11.084,12.049,13.014,14.107,15.35,16.774,18.417,20.326,22.236,F,bmi
1187,-0.5684,15.3493,0.08654,11.083,12.048,13.013,14.106,15.349,16.774,18.417,20.327,22.238,F,bmi
1188,-0.5684,15.3488,0.08655,11.082,12.047,13.013,14.105,15.349,16.773,18.417,20.327,22.238,F,bmi
1189,-0.5684,15.3484,0.08657,11.081,12.046,13.012,14.105,15.348,16.773,18.417,20.328,22.24,F,bmi
1190,-0.5684,15.3479,0.08659,11.08,12.045,13.011,14.104,15.348,16.773,18.417,20.329,22.241,F,bmi
1191,-0.5684,15.3475,0.0866,11.079,12.045,13.011,14.103,15.348,16.773,18.417,20.329,22.241,F,bmi
1192,-0.5684,15.347,0.08662,11.078,12.044,13.01,14.103,15.347,16.773,18.417,20.33,22.243,F,bmi
1193,-0.5684,15.3465,0.08663,11.077,12.043,13.009,14.102,15.346,16.772,18.417,20.33,22.243,F,bmi
1194,-0.5684,15.3461,0.08665,11.076,12.042,13.008,14.101,15.346,16.772,18.418,20.331,22.244,F,bmi
1195,-0.5684,15.3456,0.08666,11.075,12.041,13.007,14.101,15.346,16.772,18.417,20.331,22.245,F,bmi
1196,-0.5684,15.3452,0.08668,11.074,12.04,13.007,14.1,15.345,16.772,18.418,20.332,22.246,F,bmi
1197,-0.5684,15.3448,0.0867,11.073,12.04,13.006,14.1,15.345,16.772,18.418,20.333,22.248,F,bmi
1198,-0.5684,15.3443,0.08671,11.072,12.039,13.005,14.099,15.344,16.771,18.418,20.333,22.248,F,bmi
1199,-0.5684,15.3439,0.08673,11.071,12.038,13.004,14.098,15.344,16.771,18.418,20.334,22.249,F,bmi
1200,-0.5684,15.3434,0.08675,11.07,12.037,13.003,14.098,15.343,16.771,18.418,20.335,22.251,F,bmi
1201,-0.5684,15.343,0.08676,11.07,12.036,13.003,14.097,15.343,16.771,18.418,20.335,22.251,F,bmi
1202,-0.5684,15.3425,0.08678,11.068,12.035,13.002,14.096,15.342,16.77,18.419,20.336,22.253,F,bmi
1203,-0.5684,15.3421,0.08679,11.068,12.035,13.001,14.096,15.342,16.77,18.418,20.336,22.253,F,bmi
1204,-0.5684,15.3416,0.08681,11.067,12.034,13.001,14.095,15.342,16.77,18.419,20.336,22.254,F,bmi
1205,-0.5684,15.3412,0.08683,11.066,12.033,13.0,14.095,15.341,16.77,18.419,20.337,22.256,F,bmi
1206,-0.5684,15.3408,0.08684,11.065,12.032,12.999,14.094,15.341,16.77,18.419,20.338,22.256,F,bmi
1207,-0.5684,15.3403,0.08686,11.064,12.031,12.998,14.093,15.34,16.769,18.419,20.338,22.258,F,bmi
1208,-0.5684,15.3399,0.08688,11.063,12.03,12.997,14.093,15.34,16.769,18.419,20.339,22.259,F,bmi
1209,-0.5684,15.3395,0.08689,11.062,12.029,12.997,14.092,15.34,16.769,18.419,20.339,22.259,F,bmi
1210,-0.5684,15.339,0.08691,11.061,12.028,12.996,14.091,15.339,16.769,18.42,20.34,22.261,F,bmi
1211,-0.5684,15.3386,0.08693,11.06,12.027,12.995,14.091,15.339,16.769,18.42,20.341,22.262,F,bmi
1212,-0.5684,15.3382,0.08694,11.059,12.027,12.995,14.09,15.338,16.769,18.42,20.341,22.263,F,bmi
1213,-0.5684,15.3377,0.08696,11.058,12.026,12.994,14.09,15.338,16.768,18.42,20.342,22.264,F,bmi
1214,-0.5684,15.3373,0.08698,11.057,12.025,12.993,14.089,15.337,16.768,18.42,20.343,22.265,F,bmi
1215,-0.5684,15.3369,0.08699,11.056,12.024,12.992,14.088,15.337,16.768,18.42,20.343,22.266,F,bmi
1216,-0.5684,15.3364,0.08701,11.055,12.023,12.991,14.088,15.336,16.768,18.421,20.344,22.267,F,bmi
1217,-0.5684,15.336,0.08703,11.054,12.022,12.991,14.087,15.336,16.768,18.421,20.345,22.269,F,bmi
1218,-0.5684,15.3356,0.08704,11.053,12.022,12.99,14.087,15.336,16.768,18.421,20.345,22.269,F,bmi
1219,-0.5684,15.3352,0.08706,11.052,12.021,12.989,14.086,15.335,16.767,18.421,20.346,22.271,F,bmi
1220,-0.5684,15.3347,0.08708,11.051,12.02,12.988,14.085,15.335,16.767,18.421,20.347,22.272,F,bmi
1221,-0.5684,15.3343,0.0871,11.05,12.019,12.987,14.085,15.334,16.767,18.422,20.348,22.273,F,bmi
