Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4,sex,measure
249,1.0,69.0063,0.0344,59.511,61.885,64.259,66.632,69.006,71.38,73.754,76.128,78.502,F,height
250,1.0,69.0527,0.0344,59.551,61.926,64.302,66.677,69.053,71.428,73.804,76.179,78.554,F,height
251,1.0,69.099,0.03441,59.588,61.966,64.344,66.721,69.099,71.477,73.854,76.232,78.61,F,height
252,1.0,69.1452,0.03441,59.628,62.007,64.387,66.766,69.145,71.524,73.904,76.283,78.662,F,height
253,1.0,69.1914,0.03441,59.668,62.049,64.43,66.811,69.191,71.572,73.953,76.334,78.715,F,height
254,1.0,69.2376,0.03441,59.708,62.09,64.473,66.855,69.238,71.62,74.003,76.385,78.767,F,height
255,1.0,69.2836,0.03441,59.747,62.131,64.516,66.9,69.284,71.668,74.052,76.436,78.82,F,height
256,1.0,69.3296,0.03441,59.787,62.173,64.558,66.944,69.33,71.715,74.101,76.486,78.872,F,height
257,1.0,69.3755,0.03441,59.827,62.214,64.601,66.988,69.376,71.763,74.15,76.537,78.924,F,height
258,1.0,69.4214,0.03441,59.866,62.255,64.644,67.033,69.421,71.81,74.199,76.588,78.977,F,height
259,1.0,69.4672,0.03441,59.906,62.296,64.686,67.077,69.467,71.858,74.248,76.638,79.029,F,height
260,1.0,69.5129,0.03442,59.942,62.335,64.728,67.12,69.513,71.906,74.298,76.691,79.083,F,height
261,1.0,69.5585,0.03442,59.982,62.376,64.77,67.164,69.558,71.953,74.347,76.741,79.135,F,height
262,1.0,69.6041,0.03442,60.021,62.417,64.813,67.208,69.604,72.0,74.396,76.791,79.187,F,height
263,1.0,69.6496,0.03442,60.06,62.458,64.855,67.252,69.65,72.047,74.444,76.842,79.239,F,height
264,1.0,69.6951,0.03442,60.099,62.498,64.897,67.296,69.695,72.094,74.493,76.892,79.291,F,height
265,1.0,69.7405,0.03442,60.139,62.539,64.94,67.34,69.74,72.141,74.541,76.942,79.342,F,height
266,1.0,69.7858,0.03443,60.175,62.578,64.98,67.383,69.786,72.189,74.591,76.994,79.397,F,height
267,1.0,69.8311,0.03443,60.214,62.618,65.023,67.427,69.831,72.235,74.64,77.044,79.448,F,height
268,1.0,69.8763,0.03443,60.253,62.659,65.065,67.47,69.876,72.282,74.688,77.094,79.5,F,height
269,1.0,69.9215,0.03443,60.292,62.699,65.107,67.514,69.922,72.329,74.736,77.144,79.551,F,height
270,1.0,69.9666,0.03443,60.331,62.74,65.149,67.558,69.967,72.376,74.785,77.193,79.602,F,height
271,1.0,70.0116,0.03444,60.367,62.778,65.189,67.6,70.012,72.423,74.834,77.245,79.656,F,height
272,1.0,70.0566,0.03444,60.406,62.818,65.231,67.644,70.057,72.469,74.882,77.295,79.708,F,height
273,1.0,70.1015,0.03444,60.444,62.859,65.273,67.687,70.102,72.516,74.93,77.344,79.759,F,height
274,1.0,70.1463,0.03444,60.483,62.899,65.315,67.73,70.146,72.562,74.978,77.394,79.81,F,height
275,1.0,70.1911,0.03444,60.522,62.939,65.356,67.774,70.191,72.608,75.026,77.443,79.861,F,height
276,1.0,70.2358,0.03445,60.557,62.977,65.397,67.816,70.236,72.655,75.075,77.495,79.914,F,height
277,1.0,70.2805,0.03445,60.596,63.017,65.438,67.859,70.28,72.702,75.123,77.544,79.965,F,height
278,1.0,70.3251,0.03445,60.634,63.057,65.48,67.902,70.325,72.748,75.17,77.593,80.016,F,height
279,1.0,70.3697,0.03445,60.673,63.097,65.521,67.945,70.37,72.794,75.218,77.642,80.067,F,height
280,1.0,70.4142,0.03445,60.711,63.137,65.563,67.988,70.414,72.84,75.266,77.692,80.117,F,height
281,1.0,70.4586,0.03446,60.747,63.175,65.603,68.031,70.459,72.887,75.315,77.743,80.171,F,height
282,1.0,70.503,0.03446,60.785,63.214,65.644,68.073,70.503,72.933,75.362,77.792,80.221,F,height
283,1.0,70.5474,0.03446,60.823,63.254,65.685,68.116,70.547,72.978,75.41,77.841,80.272,F,height
284,1.0,70.5917,0.03446,60.861,63.294,65.727,68.159,70.592,73.024,75.457,77.889,80.322,F,height
285,1.0,70.6359,0.03447,60.897,63.331,65.766,68.201,70.636,73.071,75.506,77.94,80.375,F,height
286,1.0,70.68,0.03447,60.935,63.371,65.807,68.244,70.68,73.116,75.553,77.989,80.425,F,height
287,1.0,70.7241,0.03447,60.973,63.411,65.848,68.286,70.724,73.162,75.6,78.038,80.476,F,height
288,1.0,70.7682,0.03448,61.008,63.448,65.888,68.328,70.768,73.208,75.648,78.088,80.529,F,height
289,1.0,70.8122,0.03448,61.046,63.487,65.929,68.371,70.812,73.254,75.695,78.137,80.579,F,height
290,1.0,70.8561,0.03448,61.084,63.527,65.97,68.413,70.856,73.299,75.742,78.185,80.629,F,height
291,1.0,70.9,0.03448,61.121,63.566,66.011,68.455,70.9,73.345,75.789,78.234,80.679,F,height
292,1.0,70.9439,0.03449,61.156,63.603,66.05,68.497,70.944,73.391,75.838,78.284,80.731,F,height
293,1.0,70.9876,0.03449,61.194,63.643,66.091,68.539,70.988,73.436,75.884,78.333,80.781,F,height
294,1.0,71.0314,0.03449,61.232,63.682,66.132,68.582,71.031,73.481,75.931,78.381,80.831,F,height
295,1.0,71.075,0.0345,61.267,63.719,66.171,68.623,71.075,73.527,75.979,78.431,80.883,F,height
296,1.0,71.1187,0.0345,61.304,63.758,66.212,68.665,71.119,73.572,76.026,78.479,80.933,F,height
297,1.0,71.1622,0.0345,61.342,63.797,66.252,68.707,71.162,73.617,76.072,78.527,80.983,F,height
298,1.0,71.2057,0.0345,61.379,63.836,66.293,68.749,71.206,73.662,76.119,78.575,81.032,F,height
299,1.0,71.2492,0.03451,61.414,63.873,66.332,68.79,71.249,73.708,76.167,78.626,81.084,F,height
300,1.0,71.2926,0.03451,61.451,63.912,66.372,68.832,71.293,73.753,76.213,78.674,81.134,F,height
301,1.0,71.3359,0.03451,61.489,63.95,66.412,68.874,71.336,73.798,76.26,78.721,81.183,F,height
302,1.0,71.3792,0.03452,61.523,63.987,66.451,68.915,71.379,73.843,76.307,78.771,81.235,F,height
303,1.0,71.4224,0.03452,61.56,64.026,66.491,68.957,71.422,73.888,76.353,78.819,81.284,F,height
304,1.0,71.4656,0.03452,61.598,64.065,66.532,68.999,71.466,73.933,76.4,78.867,81.334,F,height
305,1.0,71.5088,0.03453,61.632,64.101,66.57,69.04,71.509,73.978,76.447,78.916,81.386,F,height
306,1.0,71.5518,0.03453,61.669,64.14,66.61,69.081,71.552,74.022,76.493,78.964,81.435,F,height
307,1.0,71.5949,0.03453,61.706,64.178,66.651,69.123,71.595,74.067,76.539,79.011,81.484,F,height
308,1.0,71.6378,0.03454,61.74,64.215,66.689,69.163,71.638,74.112,76.587,79.061,81.535,F,height
309,1.0,71.6808,0.03454,61.777,64.253,66.729,69.205,71.681,74.157,76.633,79.108,81.584,F,height
310,1.0,71.7236,0.03454,61.814,64.292,66.769,69.246,71.724,74.201,76.678,79.156,81.633,F,height
311,1.0,71.7664,0.03455,61.848,64.328,66.807,69.287,71.766,74.246,76.725,79.205,81.685,F,height
312,1.0,71.8092,0.03455,61.885,64.366,66.847,69.328,71.809,74.29,76.771,79.252,81.733,F,height
313,1.0,71.8519,0.03456,61.919,64.402,66.885,69.369,71.852,74.335,76.818,79.302,81.785,F,height
314,1.0,71.8946,0.03456,61.956,64.441,66.925,69.41,71.895,74.379,76.864,79.349,81.833,F,height
315,1.0,71.9372,0.03456,61.993,64.479,66.965,69.451,71.937,74.423,76.909,79.396,81.882,F,height
316,1.0,71.9798,0.03457,62.026,64.515,67.003,69.491,71.98,74.468,76.956,79.445,81.933,F,height
317,1.0,72.0223,0.03457,62.063,64.553,67.043,69.532,72.022,74.512,77.002,79.492,81.982,F,height
318,1.0,72.0647,0.03457,62.1,64.591,67.082,69.573,72.065,74.556,77.047,79.539,82.03,F,height
319,1.0,72.1071,0.03458,62.133,64.627,67.12,69.614,72.107,74.601,77.094,79.587,82.081,F,height
320,1.0,72.1495,0.03458,62.17,64.665,67.16,69.655,72.15,74.644,77.139,79.634,82.129,F,height
321,1.0,72.1918,0.03459,62.203,64.7,67.198,69.695,72.192,74.689,77.186,79.683,82.18,F,height
322,1.0,72.234,0.03459,62.24,64.738,67.237,69.735,72.234,74.733,77.231,79.73,82.228,F,height
323,1.0,72.2762,0.03459,62.276,64.776,67.276,69.776,72.276,74.776,77.276,79.776,82.276,F,height
324,1.0,72.3184,0.0346,62.31,64.812,67.314,69.816,72.318,74.821,77.323,79.825,82.327,F,height
325,1.0,72.3605,0.0346,62.346,64.849,67.353,69.857,72.36,74.864,77.368,79.872,82.375,F,height
326,1.0,72.4025,0.03461,62.379,64.885,67.391,69.897,72.402,74.908,77.414,79.92,82.426,F,height
327,1.0,72.4445,0.03461,62.415,64.923,67.43,69.937,72.444,74.952,77.459,79.966,82.474,F,height
328,1.0,72.4865,0.03461,62.451,64.96,67.469,69.978,72.486,74.995,77.504,80.013,82.522,F,height
329,1.0,72.5284,0.03462,62.485,64.996,67.507,70.017,72.528,75.039,77.55,80.061,82.572,F,height
330,1.0,72.5702,0.03462,62.521,65.033,67.545,70.058,72.57,75.083,77.595,80.107,82.62,F,height
331,1.0,72.612,0.03463,62.554,65.068,67.583,70.097,72.612,75.127,77.641,80.156,82.67,F,height
332,1.0,72.6538,0.03463,62.59,65.106,67.622,70.138,72.654,75.17,77.686,80.202,82.718,F,height
333,1.0,72.6955,0.03464,62.623,65.141,67.659,70.177,72.696,75.214,77.732,80.25,82.768,F,height
334,1.0,72.7372,0.03464,62.659,65.178,67.698,70.218,72.737,75.257,77.776,80.296,82.816,F,height
335,1.0,72.7788,0.03464,62.695,65.216,67.737,70.258,72.779,75.3,77.821,80.342,82.863,F,height
336,1.0,72.8203,0.03465,62.727,65.251,67.774,70.297,72.82,75.344,77.867,80.39,82.913,F,height
337,1.0,72.8618,0.03465,62.763,65.288,67.812,70.337,72.862,75.386,77.911,80.436,82.96,F,height
338,1.0,72.9033,0.03466,62.796,65.323,67.85,70.376,72.903,75.43,77.957,80.484,83.011,F,height
339,1.0,72.9447,0.03466,62.832,65.36,67.888,70.416,72.945,75.473,78.001,80.529,83.058,F,height
340,1.0,72.9861,0.03467,62.864,65.395,67.925,70.456,72.986,75.517,78.047,80.577,83.108,F,height
341,1.0,73.0274,0.03467,62.9,65.432,67.964,70.496,73.027,75.559,78.091,80.623,83.155,F,height
342,1.0,73.0686,0.03468,62.933,65.467,68.001,70.535,73.069,75.603,78.137,80.671,83.205,F,height
343,1.0,73.1099,0.03468,62.968,65.504,68.039,70.574,73.11,75.645,78.181,80.716,83.252,F,height
344,1.0,73.151,0.03469,63.001,65.538,68.076,70.613,73.151,75.689,78.226,80.764,83.301,F,height
345,1.0,73.1922,0.03469,63.036,65.575,68.114,70.653,73.192,75.731,78.27,80.809,83.348,F,height
346,1.0,73.2332,0.03469,63.071,65.612,68.152,70.693,73.233,75.774,78.314,80.855,83.395,F,height
347,1.0,73.2743,0.0347,63.104,65.646,68.189,70.732,73.274,75.817,78.36,80.902,83.445,F,height
348,1.0,73.3152,0.0347,63.139,65.683,68.227,70.771,73.315,75.859,78.403,80.947,83.491,F,height
349,1.0,73.3562,0.03471,63.171,65.718,68.264,70.81,73.356,75.902,78.449,80.995,83.541,F,height
350,1.0,73.3971,0.03471,63.207,65.754,68.302,70.849,73.397,75.945,78.492,81.04,83.588,F,height
351,1.0,73.4379,0.03472,63.239,65.789,68.338,70.888,73.438,75.988,78.537,81.087,83.637,F,height
352,1.0,73.4787,0.03472,63.274,65.825,68.376,70.928,73.479,76.03,78.581,81.132,83.683,F,height
353,1.0,73.5195,0.03473,63.306,65.86,68.413,70.966,73.52,76.073,78.626,81.179,83.733,F,height
354,1.0,73.5602,0.03473,63.341,65.896,68.451,71.005,73.56,76.115,78.67,81.224,83.779,F,height
355,1.0,73.6008,0.03474,63.373,65.93,68.487,71.044,73.601,76.158,78.715,81.271,83.828,F,height
356,1.0,73.6414,0.03474,63.408,65.966,68.525,71.083,73.641,76.2,78.758,81.316,83.875,F,height
357,1.0,73.682,0.03475,63.44,66.001,68.561,71.122,73.682,76.242,78.803,81.363,83.924,F,height
358,1.0,73.7225,0.03475,63.475,66.037,68.599,71.161,73.722,76.284,78.846,81.408,83.97,F,height
359,1.0,73.763,0.03476,63.507,66.071,68.635,71.199,73.763,76.327,78.891,81.455,84.019,F,height
360,1.0,73.8034,0.03476,63.542,66.107,68.673,71.238,73.803,76.369,78.934,81.5,84.065,F,height
361,1.0,73.8438,0.03477,63.574,66.141,68.709,71.276,73.844,76.411,78.979,81.546,84.114,F,height
362,1.0,73.8842,0.03477,63.608,66.177,68.746,71.315,73.884,76.453,79.022,81.591,84.16,F,height
363,1.0,73.9245,0.03478,63.64,66.211,68.782,71.353,73.924,76.496,79.067,81.638,84.209,F,height
364,1.0,73.9647,0.03478,63.675,66.247,68.82,71.392,73.965,76.537,79.11,81.682,84.255,F,height
365,1.0,74.0049,0.03479,63.706,66.281,68.856,71.43,74.005,76.58,79.154,81.729,84.303,F,height
366,1.0,74.0451,0.03479,63.741,66.317,68.893,71.469,74.045,76.621,79.197,81.773,84.349,F,height
367,1.0,74.0852,0.0348,63.773,66.351,68.929,71.507,74.085,76.663,79.242,81.82,84.398,F,height
368,1.0,74.1253,0.0348,63.807,66.387,68.966,71.546,74.125,76.705,79.284,81.864,84.444,F,height
369,1.0,74.1653,0.03481,63.839,66.42,69.002,71.584,74.165,76.747,79.329,81.91,84.492,F,height
370,1.0,74.2053,0.03482,63.87,66.454,69.038,71.621,74.205,76.789,79.373,81.957,84.541,F,height
371,1.0,74.2452,0.03482,63.904,66.49,69.075,71.66,74.245,76.83,79.416,82.001,84.586,F,height
372,1.0,74.2851,0.03483,63.936,66.523,69.11,71.698,74.285,76.872,79.46,82.047,84.635,F,height
373,1.0,74.325,0.03483,63.97,66.559,69.148,71.736,74.325,76.914,79.502,82.091,84.68,F,height
374,1.0,74.3648,0.03484,64.001,66.592,69.183,71.774,74.365,76.956,79.547,82.137,84.728,F,height
375,1.0,74.4045,0.03484,64.035,66.628,69.22,71.812,74.404,76.997,79.589,82.181,84.774,F,height
376,1.0,74.4443,0.03485,64.067,66.661,69.256,71.85,74.444,77.039,79.633,82.227,84.822,F,height
377,1.0,74.4839,0.03485,64.101,66.697,69.292,71.888,74.484,77.08,79.675,82.271,84.867,F,height
378,1.0,74.5236,0.03486,64.132,66.73,69.328,71.926,74.524,77.121,79.719,82.317,84.915,F,height
379,1.0,74.5632,0.03486,64.166,66.765,69.365,71.964,74.563,77.162,79.762,82.361,84.96,F,height
380,1.0,74.6027,0.03487,64.197,66.799,69.4,72.001,74.603,77.204,79.805,82.407,85.008,F,height
381,1.0,74.6422,0.03488,64.228,66.832,69.435,72.039,74.642,77.246,79.849,82.453,85.056,F,height
382,1.0,74.6817,0.03488,64.262,66.867,69.472,72.077,74.682,77.287,79.891,82.496,85.101,F,height
383,1.0,74.7211,0.03489,64.293,66.9,69.507,72.114,74.721,77.328,79.935,82.542,85.149,F,height
384,1.0,74.7605,0.03489,64.327,66.935,69.544,72.152,74.76,77.369,79.977,82.586,85.194,F,height
385,1.0,74.7998,0.0349,64.358,66.968,69.579,72.189,74.8,77.41,80.021,82.631,85.242,F,height
386,1.0,74.8391,0.0349,64.392,67.003,69.615,72.227,74.839,77.451,80.063,82.675,85.287,F,height
387,1.0,74.8784,0.03491,64.422,67.036,69.65,72.264,74.878,77.492,80.106,82.72,85.334,F,height
388,1.0,74.9176,0.03491,64.456,67.071,69.687,72.302,74.918,77.533,80.148,82.764,85.379,F,height
389,1.0,74.9567,0.03492,64.487,67.104,69.722,72.339,74.957,77.574,80.192,82.809,85.427,F,height
390,1.0,74.9959,0.03493,64.517,67.137,69.757,72.376,74.996,77.616,80.235,82.855,85.474,F,height
391,1.0,75.0349,0.03493,64.551,67.172,69.793,72.414,75.035,77.656,80.277,82.898,85.519,F,height
392,1.0,75.074,0.03494,64.582,67.205,69.828,72.451,75.074,77.697,80.32,82.943,85.566,F,height
393,1.0,75.113,0.03494,64.615,67.24,69.864,72.489,75.113,77.737,80.362,82.986,85.611,F,height
394,1.0,75.1519,0.03495,64.646,67.272,69.899,72.525,75.152,77.778,80.405,83.032,85.658,F,height
395,1.0,75.1908,0.03495,64.679,67.307,69.935,72.563,75.191,77.819,80.447,83.075,85.702,F,height
396,1.0,75.2297,0.03496,64.71,67.34,69.97,72.6,75.23,77.86,80.49,83.12,85.75,F,height
397,1.0,75.2686,0.03497,64.74,67.372,70.004,72.636,75.269,77.901,80.533,83.165,85.797,F,height
398,1.0,75.3073,0.03497,64.773,67.407,70.04,72.674,75.307,77.941,80.574,83.208,85.841,F,height
399,1.0,75.3461,0.03498,64.804,67.439,70.075,72.71,75.346,77.982,80.617,83.253,85.889,F,height
400,1.0,75.3848,0.03498,64.837,67.474,70.111,72.748,75.385,78.022,80.659,83.296,85.933,F,height
401,1.0,75.4235,0.03499,64.867,67.506,70.145,72.784,75.424,78.063,80.702,83.341,85.98,F,height
402,1.0,75.4621,0.035,64.897,67.539,70.18,72.821,75.462,78.103,80.744,83.386,86.027,F,height
403,1.0,75.5007,0.035,64.931,67.573,70.216,72.858,75.501,78.143,80.786,83.428,86.071,F,height
404,1.0,75.5392,0.03501,64.961,67.605,70.25,72.895,75.539,78.184,80.828,83.473,86.118,F,height
405,1.0,75.5777,0.03501,64.994,67.64,70.286,72.932,75.578,78.224,80.87,83.516,86.162,F,height
406,1.0,75.6162,0.03502,65.024,67.672,70.32,72.968,75.616,78.264,80.912,83.56,86.209,F,height
407,1.0,75.6546,0.03503,65.054,67.704,70.354,73.004,75.655,78.305,80.955,83.605,86.255,F,height
408,1.0,75.693,0.03503,65.087,67.738,70.39,73.041,75.693,78.345,80.996,83.648,86.299,F,height
409,1.0,75.7313,0.03504,65.117,67.77,70.424,73.078,75.731,78.385,81.039,83.692,86.346,F,height
410,1.0,75.7696,0.03504,65.15,67.805,70.46,73.115,75.77,78.425,81.08,83.735,86.389,F,height
411,1.0,75.8079,0.03505,65.18,67.837,70.494,73.151,75.808,78.465,81.122,83.779,86.436,F,height
412,1.0,75.8461,0.03506,65.209,67.869,70.528,73.187,75.846,78.505,81.164,83.824,86.483,F,height
413,1.0,75.8843,0.03506,65.242,67.903,70.563,73.224,75.884,78.545,81.205,83.866,86.526,F,height
414,1.0,75.9224,0.03507,65.272,67.935,70.597,73.26,75.922,78.585,81.248,83.91,86.573,F,height
415,1.0,75.9605,0.03507,65.305,67.969,70.633,73.297,75.96,78.624,81.288,83.952,86.616,F,height
416,1.0,75.9986,0.03508,65.334,68.001,70.667,73.333,75.999,78.665,81.331,83.997,86.663,F,height
417,1.0,76.0366,0.03509,65.364,68.032,70.7,73.368,76.037,78.705,81.373,84.041,86.709,F,height
418,1.0,76.0746,0.03509,65.397,68.066,70.736,73.405,76.075,78.744,81.414,84.083,86.752,F,height
419,1.0,76.1125,0.0351,65.426,68.098,70.769,73.441,76.112,78.784,81.456,84.127,86.799,F,height
420,1.0,76.1504,0.03511,65.456,68.129,70.803,73.477,76.15,78.824,81.498,84.171,86.845,F,height
421,1.0,76.1883,0.03511,65.488,68.163,70.838,73.513,76.188,78.863,81.538,84.213,86.888,F,height
422,1.0,76.2261,0.03512,65.518,68.195,70.872,73.549,76.226,78.903,81.58,84.257,86.934,F,height
423,1.0,76.2639,0.03512,65.55,68.229,70.907,73.586,76.264,78.942,81.621,84.299,86.977,F,height
424,1.0,76.3016,0.03513,65.58,68.26,70.941,73.621,76.302,78.982,81.663,84.343,87.024,F,height
425,1.0,76.3393,0.03514,65.609,68.292,70.974,73.657,76.339,79.022,81.704,84.387,87.07,F,height
426,1.0,76.377,0.03514,65.641,68.325,71.009,73.693,76.377,79.061,81.745,84.429,87.113,F,height
427,1.0,76.4146,0.03515,65.671,68.357,71.043,73.729,76.415,79.101,81.787,84.473,87.158,F,height
428,1.0,76.4522,0.03516,65.7,68.388,71.076,73.764,76.452,79.14,81.828,84.516,87.204,F,height
429,1.0,76.4897,0.03516,65.732,68.422,71.111,73.8,76.49,79.179,81.868,84.558,87.247,F,height
430,1.0,76.5272,0.03517,65.761,68.453,71.144,73.836,76.527,79.219,81.91,84.602,87.293,F,height
431,1.0,76.5647,0.03518,65.791,68.484,71.178,73.871,76.565,79.258,81.952,84.645,87.339,F,height
432,1.0,76.6021,0.03518,65.823,68.518,71.212,73.907,76.602,79.297,81.992,84.687,87.382,F,height
433,1.0,76.6395,0.03519,65.852,68.549,71.246,73.943,76.64,79.336,82.033,84.73,87.427,F,height
434,1.0,76.6769,0.03519,65.884,68.582,71.28,73.979,76.677,79.375,82.073,84.772,87.47,F,height
435,1.0,76.7142,0.0352,65.913,68.613,71.314,74.014,76.714,79.415,82.115,84.815,87.516,F,height
436,1.0,76.7515,0.03521,65.942,68.644,71.347,74.049,76.752,79.454,82.156,84.859,87.561,F,height
437,1.0,76.7887,0.03521,65.974,68.678,71.381,74.085,76.789,79.492,82.196,84.9,87.604,F,height
438,1.0,76.8259,0.03522,66.003,68.708,71.414,74.12,76.826,79.532,82.238,84.943,87.649,F,height
439,1.0,76.8631,0.03523,66.032,68.739,71.447,74.155,76.863,79.571,82.279,84.987,87.695,F,height
440,1.0,76.9002,0.03523,66.063,68.773,71.482,74.191,76.9,79.609,82.319,85.028,87.737,F,height
441,1.0,76.9373,0.03524,66.092,68.803,71.515,74.226,76.937,79.649,82.36,85.071,87.782,F,height
442,1.0,76.9744,0.03525,66.121,68.834,71.548,74.261,76.974,79.688,82.401,85.114,87.828,F,height
443,1.0,77.0114,0.03525,66.153,68.867,71.582,74.297,77.011,79.726,82.441,85.155,87.87,F,height
444,1.0,77.0484,0.03526,66.181,68.898,71.615,74.332,77.048,79.765,82.482,85.199,87.915,F,height
445,1.0,77.0853,0.03527,66.21,68.929,71.648,74.367,77.085,79.804,82.523,85.242,87.96,F,height
446,1.0,77.1222,0.03527,66.242,68.962,71.682,74.402,77.122,79.842,82.562,85.282,88.003,F,height
447,1.0,77.1591,0.03528,66.27,68.993,71.715,74.437,77.159,79.881,82.603,85.326,88.048,F,height
448,1.0,77.1959,0.03529,66.299,69.023,71.747,74.472,77.196,79.92,82.644,85.369,88.093,F,height
449,1.0,77.2327,0.03529,66.331,69.056,71.782,74.507,77.233,79.958,82.684,85.409,88.135,F,height
450,1.0,77.2695,0.0353,66.359,69.087,71.814,74.542,77.27,79.997,82.725,85.452,88.18,F,height
451,1.0,77.3062,0.0353,66.391,69.119,71.848,74.577,77.306,80.035,82.764,85.493,88.222,F,height
452,1.0,77.3429,0.03531,66.419,69.15,71.881,74.612,77.343,80.074,82.805,85.536,88.267,F,height
453,1.0,77.3796,0.03532,66.447,69.18,71.914,74.647,77.38,80.113,82.846,85.579,88.312,F,height
454,1.0,77.4162,0.03532,66.479,69.213,71.948,74.682,77.416,80.151,82.885,85.619,88.354,F,height
455,1.0,77.4528,0.03533,66.507,69.244,71.98,74.716,77.453,80.189,82.926,85.662,88.398,F,height
456,1.0,77.4893,0.03534,66.535,69.274,72.012,74.751,77.489,80.228,82.966,85.705,88.443,F,height
457,1.0,77.5258,0.03534,66.567,69.307,72.046,74.786,77.526,80.266,83.005,85.745,88.485,F,height
458,1.0,77.5623,0.03535,66.595,69.337,72.079,74.82,77.562,80.304,83.046,85.788,88.53,F,height
459,1.0,77.5988,0.03536,66.623,69.367,72.111,74.855,77.599,80.343,83.087,85.83,88.574,F,height
460,1.0,77.6352,0.03536,66.654,69.4,72.145,74.89,77.635,80.38,83.126,85.871,88.616,F,height
461,1.0,77.6716,0.03537,66.683,69.43,72.177,74.924,77.672,80.419,83.166,85.913,88.661,F,height
462,1.0,77.7079,0.03538,66.711,69.46,72.209,74.959,77.708,80.457,83.207,85.956,88.705,F,height
463,1.0,77.7442,0.03538,66.742,69.492,72.243,74.994,77.744,80.495,83.245,85.996,88.747,F,height
464,1.0,77.7805,0.03539,66.77,69.523,72.275,75.028,77.78,80.533,83.286,86.038,88.791,F,height
465,1.0,77.8167,0.0354,66.798,69.553,72.307,75.062,77.817,80.571,83.326,86.081,88.836,F,height
466,1.0,77.8529,0.0354,66.829,69.585,72.341,75.097,77.853,80.609,83.365,86.121,88.877,F,height
467,1.0,77.8891,0.03541,66.857,69.615,72.373,75.131,77.889,80.647,83.405,86.163,88.921,F,height
468,1.0,77.9252,0.03542,66.885,69.645,72.405,75.165,77.925,80.685,83.445,86.206,88.966,F,height
469,1.0,77.9613,0.03543,66.913,69.675,72.437,75.199,77.961,80.723,83.486,86.248,89.01,F,height
470,1.0,77.9974,0.03543,66.944,69.707,72.471,75.234,77.997,80.761,83.524,86.288,89.051,F,height
471,1.0,78.0334,0.03544,66.971,69.737,72.502,75.268,78.033,80.799,83.564,86.33,89.095,F,height
472,1.0,78.0694,0.03545,66.999,69.767,72.534,75.302,78.069,80.837,83.605,86.372,89.14,F,height
473,1.0,78.1054,0.03545,67.03,69.799,72.568,75.337,78.105,80.874,83.643,86.412,89.181,F,height
474,1.0,78.1413,0.03546,67.058,69.829,72.6,75.37,78.141,80.912,83.683,86.454,89.225,F,height
475,1.0,78.1772,0.03547,67.085,69.858,72.631,75.404,78.177,80.95,83.723,86.496,89.269,F,height
